#!(s),Date,Time,TA_SP30P1_ET2,CO_SP30P1_ET2,DBS_SP30P1_ET2,DBE_SP30P1_ET2,TA_SP30P2_ET2,CO_SP30P2_ET2,DBS_SP30P2_ET2,DBE_SP30P2_ET2
1736244581,07.01.2025,10:09:41,19.1,384,551,540,20.3,0,583,551
1736245484,07.01.2025,10:24:44,19.1,360,562,479,20.5,0,572,551
1736246387,07.01.2025,10:39:47,19.3,360,551,551,20.5,0,551,562
1736247290,07.01.2025,10:54:50,19.8,392,562,594,20.6,0,551,551
1736248194,07.01.2025,11:09:54,20.2,384,562,540,20.8,0,551,540
1736249097,07.01.2025,11:24:57,20.6,392,562,529,21,0,572,551
1736250000,07.01.2025,11:40:00,20.9,400,551,684,21.2,0,551,677
1736250903,07.01.2025,11:55:03,21.3,400,551,540,21.4,0,540,529
1736251807,07.01.2025,12:10:07,21.5,400,551,634,21.4,0,529,2650
1736252710,07.01.2025,12:25:10,21.8,407,562,529,21.7,0,562,529
1736253613,07.01.2025,12:40:13,22.3,407,551,551,22,0,562,529
1736254517,07.01.2025,12:55:17,22.4,400,551,508,22.2,0,551,518
1736255420,07.01.2025,13:10:20,22.8,392,540,500,22.4,0,562,529
1736256323,07.01.2025,13:25:23,23,384,551,583,22.5,0,551,540
1736257227,07.01.2025,13:40:27,23,392,551,540,22.6,0,572,551
1736258130,07.01.2025,13:55:30,22.5,384,540,601,21.9,0,562,572
1736259033,07.01.2025,14:10:33,22.5,376,551,500,21.7,0,540,551
1736259936,07.01.2025,14:25:36,22.7,400,562,562,22.4,0,540,540
1736260839,07.01.2025,14:40:39,22.4,384,540,490,22.5,0,562,540
1736261742,07.01.2025,14:55:42,22.1,368,551,562,22.3,0,583,562
1736262646,07.01.2025,15:10:46,21.5,353,562,562,22.2,0,562,562
1736263549,07.01.2025,15:25:49,21.3,345,562,572,21.2,0,551,551
1736264452,07.01.2025,15:40:52,21.1,345,562,500,21.1,0,562,529
1736265355,07.01.2025,15:55:55,20.8,329,562,529,20.8,0,562,551
1736266258,07.01.2025,16:10:58,20.6,345,572,551,21.1,0,551,551
1736267161,07.01.2025,16:26:01,20.3,353,562,562,20.9,0,551,562
1736268065,07.01.2025,16:41:05,20.2,337,551,583,20.7,0,551,551
1736268968,07.01.2025,16:56:08,19.9,337,562,50,20.9,0,551,623
1736269871,07.01.2025,17:11:11,19.9,337,572,572,19.9,0,572,540
1736270774,07.01.2025,17:26:14,19.7,368,551,540,19.4,0,551,562
1736271677,07.01.2025,17:41:17,19.7,376,562,562,19.5,0,562,572
1736272580,07.01.2025,17:56:20,19.6,368,551,562,19.3,0,551,562
1736273484,07.01.2025,18:11:24,19.4,345,572,634,19.2,0,562,540
1736274387,07.01.2025,18:26:27,19.2,337,551,612,19.2,0,540,572
1736275290,07.01.2025,18:41:30,19.2,337,551,583,18.8,0,562,551
1736276193,07.01.2025,18:56:33,19.3,337,572,623,16.4,0,540,374
1736277096,07.01.2025,19:11:36,19.1,329,551,572,18.3,0,562,529
1736277999,07.01.2025,19:26:39,19,321,551,529,18.4,0,529,540
1736278902,07.01.2025,19:41:42,18.9,329,551,594,18.3,0,551,562
1736279805,07.01.2025,19:56:45,18.9,329,562,594,18.3,0,572,562
1736280709,07.01.2025,20:11:49,18.8,321,551,529,18.2,0,551,583
1736281612,07.01.2025,20:26:52,18.8,321,562,529,18,0,562,551
1736282515,07.01.2025,20:41:55,18.7,321,562,508,17.6,0,540,529
1736283418,07.01.2025,20:56:58,18.6,321,562,508,17.8,0,562,562
1736284321,07.01.2025,21:12:01,18.5,321,551,540,17.6,0,551,562
1736285225,07.01.2025,21:27:05,18.5,321,551,583,17.7,0,551,529
1736286128,07.01.2025,21:42:08,18.6,313,551,583,17.7,0,551,551
1736287031,07.01.2025,21:57:11,18.4,321,529,562,17.8,0,551,551
1736287934,07.01.2025,22:12:14,18.4,321,551,562,17.8,0,572,551
1736288837,07.01.2025,22:27:17,18.4,321,562,540,17.8,0,540,562
1736289740,07.01.2025,22:42:20,18.3,313,562,551,17.8,0,572,540
1736290644,07.01.2025,22:57:24,18.3,321,562,562,17.8,0,540,540
1736291547,07.01.2025,23:12:27,18.2,321,551,540,17.8,0,551,529
1736292450,07.01.2025,23:27:30,18.3,313,562,562,17.7,0,572,572
1736293353,07.01.2025,23:42:33,18.2,321,562,572,17.7,0,551,551
1736294256,07.01.2025,23:57:36,18,321,572,572,18,0,562,551
1736295159,08.01.2025,0:12:39,18.2,313,562,623,17.9,0,562,562
1736296063,08.01.2025,0:27:43,18.1,321,551,551,17.8,0,562,551
1736296966,08.01.2025,0:42:46,18.1,321,551,612,18,0,540,572
1736297869,08.01.2025,0:57:49,18.1,321,551,562,17.9,0,551,551
1736298772,08.01.2025,1:12:52,18.2,313,551,540,17.9,0,562,562
1736299675,08.01.2025,1:27:55,18.1,321,551,540,18,0,540,572
1736300579,08.01.2025,1:42:59,18,321,551,572,17.8,0,562,551
1736301482,08.01.2025,1:58:02,18,321,551,594,17.8,0,551,562
1736302385,08.01.2025,2:13:05,18,321,551,562,17.9,0,551,562
1736303288,08.01.2025,2:28:08,18,321,551,551,17.9,0,551,551
1736304191,08.01.2025,2:43:11,18,321,551,518,17.9,0,551,551
1736305094,08.01.2025,2:58:14,18,321,551,572,17.9,0,529,551
1736305998,08.01.2025,3:13:18,17.9,321,562,551,17.7,0,562,572
1736306901,08.01.2025,3:28:21,17.9,321,551,518,17.8,0,562,540
1736307804,08.01.2025,3:43:24,17.9,313,562,562,17.6,0,572,562
1736308707,08.01.2025,3:58:27,17.8,321,562,529,17.8,0,540,551
1736309610,08.01.2025,4:13:30,17.8,321,562,529,17.7,0,529,551
1736310513,08.01.2025,4:28:33,17.8,321,562,562,17.7,0,551,551
1736311416,08.01.2025,4:43:36,17.8,321,551,518,17.7,0,562,551
1736312320,08.01.2025,4:58:40,17.7,321,551,572,17.7,0,562,562
1736313223,08.01.2025,5:13:43,17.7,321,551,562,17.6,0,562,551
1736314126,08.01.2025,5:28:46,17.7,321,562,508,17.7,0,562,551
1736315029,08.01.2025,5:43:49,17.7,321,562,518,17.5,0,551,540
1736315932,08.01.2025,5:58:52,17.7,321,562,529,17.4,0,562,551
1736316835,08.01.2025,6:13:55,17.7,329,562,583,17.5,0,562,540
1736317738,08.01.2025,6:28:58,17.6,321,562,446,17.6,0,540,572
1736318642,08.01.2025,6:44:02,17.6,321,572,540,17.6,0,540,540
1736319545,08.01.2025,6:59:05,17.7,321,562,594,17.5,0,551,551
1736320448,08.01.2025,7:14:08,17.6,321,562,572,17.6,0,540,551
1736321351,08.01.2025,7:29:11,17.5,321,572,518,17.5,0,562,540
1736322254,08.01.2025,7:44:14,17.5,329,562,572,17.5,0,540,551
1736323158,08.01.2025,7:59:18,17.5,321,562,540,17.1,0,562,518
1736324061,08.01.2025,8:14:21,17.5,321,551,572,17.3,0,551,572
1736324964,08.01.2025,8:29:24,17.5,337,551,583,17.3,0,572,551
1736325867,08.01.2025,8:44:27,17.5,337,562,540,17.3,0,562,572
1736326770,08.01.2025,8:59:30,17.4,368,562,583,17.3,0,562,551
1736327674,08.01.2025,9:14:34,17.7,517,551,540,17.3,0,562,551
1736328577,08.01.2025,9:29:37,18.5,705,562,551,17.2,0,529,551
1736329480,08.01.2025,9:44:40,19.1,564,562,612,17.1,0,572,551
1736330383,08.01.2025,9:59:43,19.4,721,562,529,17.1,0,551,551
1736331286,08.01.2025,10:14:46,19.8,619,562,529,17,0,551,572
1736332189,08.01.2025,10:29:49,20,588,551,583,16.9,0,551,551
1736333092,08.01.2025,10:44:52,20.2,604,551,540,17.2,0,562,551
1736333995,08.01.2025,10:59:55,19.9,682,551,594,17.2,0,540,583
1736334899,08.01.2025,11:14:59,20,611,551,562,17.2,0,540,551
1736335802,08.01.2025,11:30:02,20.2,596,551,583,17.2,0,562,551
1736336705,08.01.2025,11:45:05,20.5,541,562,583,17.3,0,540,562
1736337608,08.01.2025,12:00:08,20.7,525,551,540,17.3,0,540,551
1736338511,08.01.2025,12:15:11,20.6,572,551,562,17.2,0,572,551
1736339415,08.01.2025,12:30:15,20,533,562,551,17.3,0,551,562
1736340318,08.01.2025,12:45:18,19.4,494,551,540,18.4,0,551,551
1736341221,08.01.2025,13:00:21,19.2,478,551,572,18.3,0,551,572
1736342124,08.01.2025,13:15:24,19.2,478,540,562,18.1,0,529,562
1736343028,08.01.2025,13:30:28,19.5,502,562,601,17.7,0,562,562
1736343931,08.01.2025,13:45:31,20.1,588,540,562,17.7,0,572,551
1736344834,08.01.2025,14:00:34,20.2,784,551,529,17.7,0,540,551
1736345737,08.01.2025,14:15:37,20.6,604,540,562,17.7,0,540,551
1736346640,08.01.2025,14:30:40,20.8,533,551,551,17.8,0,540,562
1736347543,08.01.2025,14:45:43,20.6,682,551,583,17.8,0,540,551
1736348447,08.01.2025,15:00:47,20.5,604,562,529,18,0,562,562
1736349350,08.01.2025,15:15:50,20.5,643,562,594,18,0,572,562
1736350253,08.01.2025,15:30:53,20.9,509,562,572,18.6,0,562,540
1736351156,08.01.2025,15:45:56,21.2,502,540,529,18.5,0,562,551
1736352059,08.01.2025,16:00:59,21.2,517,551,623,18.7,0,551,572
1736352963,08.01.2025,16:16:03,21.2,635,551,551,18.7,0,551,572
1736353866,08.01.2025,16:31:06,20.5,556,540,572,18.9,0,583,572
1736354769,08.01.2025,16:46:09,20,455,562,562,18.8,0,562,562
1736355672,08.01.2025,17:01:12,19.6,431,551,601,18.9,0,562,551
1736356575,08.01.2025,17:16:15,19.4,400,562,508,18.9,0,572,551
1736357478,08.01.2025,17:31:18,19.2,384,551,540,18.9,0,562,562
1736358381,08.01.2025,17:46:21,19.2,376,540,540,18.9,0,551,540
1736359285,08.01.2025,18:01:25,19,360,540,572,19,0,562,551
1736360188,08.01.2025,18:16:28,18.8,337,551,508,19,0,562,572
1736361091,08.01.2025,18:31:31,18.7,337,562,540,19.1,0,551,562
1736361994,08.01.2025,18:46:34,18.5,329,551,644,19,0,583,562
1736362897,08.01.2025,19:01:37,18.5,329,551,540,19,0,551,572
1736363801,08.01.2025,19:16:41,18.3,329,551,540,19.1,0,551,540
1736364704,08.01.2025,19:31:44,18.3,321,572,540,19.1,0,562,562
1736365607,08.01.2025,19:46:47,18.2,321,551,540,18.9,0,562,551
1736366510,08.01.2025,20:01:50,18.2,321,562,540,19,0,562,551
1736367413,08.01.2025,20:16:53,18.2,321,562,508,18.7,0,562,540
1736368316,08.01.2025,20:31:56,18.1,321,562,594,18.8,0,551,551
1736369220,08.01.2025,20:47:00,18.1,321,551,572,18.7,0,540,551
1736370123,08.01.2025,21:02:03,18.1,313,562,594,18.7,0,551,562
1736371026,08.01.2025,21:17:06,18.1,321,572,572,18.8,0,562,529
1736371929,08.01.2025,21:32:09,18,313,551,551,18.7,0,562,572
1736372832,08.01.2025,21:47:12,18,313,562,551,18.7,0,562,562
1736373735,08.01.2025,22:02:15,18,321,562,562,18.7,0,562,562
1736374639,08.01.2025,22:17:19,18.1,321,572,518,18.8,0,551,551
1736375542,08.01.2025,22:32:22,18,321,551,518,18.7,0,551,529
1736376445,08.01.2025,22:47:25,18,321,562,529,18.7,0,562,551
1736377348,08.01.2025,23:02:28,17.9,321,562,529,18.6,0,562,562
1736378251,08.01.2025,23:17:31,17.9,321,551,490,18.7,0,540,572
1736379155,08.01.2025,23:32:35,17.9,321,562,518,18.6,0,572,562
1736380058,08.01.2025,23:47:38,17.9,321,551,518,18.6,0,562,572
1736380961,09.01.2025,0:02:41,17.8,321,562,500,18.6,0,562,540
1736381864,09.01.2025,0:17:44,17.8,321,551,594,18.6,0,551,540
1736382767,09.01.2025,0:32:47,17.9,313,551,551,18.6,0,562,562
1736383670,09.01.2025,0:47:50,17.8,313,551,540,18.6,0,562,540
1736384574,09.01.2025,1:02:54,17.7,321,551,540,18.6,0,562,551
1736385477,09.01.2025,1:17:57,17.8,313,540,562,18.5,0,562,572
1736386380,09.01.2025,1:33:00,17.8,321,551,551,18.5,0,572,540
1736387283,09.01.2025,1:48:03,17.8,313,562,508,18.5,0,583,551
1736388186,09.01.2025,2:03:06,17.8,321,562,572,18.5,0,551,572
1736389089,09.01.2025,2:18:09,17.7,321,562,518,18.4,0,551,572
1736389992,09.01.2025,2:33:12,17.7,313,551,583,18.5,0,572,562
1736390896,09.01.2025,2:48:16,17.7,313,551,540,18.5,0,572,562
1736391799,09.01.2025,3:03:19,17.6,313,562,551,18.4,0,540,540
1736392702,09.01.2025,3:18:22,17.7,321,551,540,18.5,0,551,540
1736393605,09.01.2025,3:33:25,17.7,313,551,562,18.5,0,551,551
1736394508,09.01.2025,3:48:28,17.6,313,540,572,18.4,0,551,551
1736395411,09.01.2025,4:03:31,17.6,313,562,540,18.5,0,572,529
1736396315,09.01.2025,4:18:35,17.6,313,551,529,18.3,0,540,540
1736397218,09.01.2025,4:33:38,17.5,321,562,529,18.3,0,540,562
1736398121,09.01.2025,4:48:41,17.5,313,551,529,18.4,0,540,562
1736399024,09.01.2025,5:03:44,17.5,313,562,551,18.4,0,562,562
1736399927,09.01.2025,5:18:47,17.5,321,572,562,18.2,0,551,540
1736400830,09.01.2025,5:33:50,17.5,313,562,518,18.3,0,551,551
1736401733,09.01.2025,5:48:53,17.6,345,551,540,18.2,0,540,551
1736402637,09.01.2025,6:03:57,17.7,337,562,551,18.3,0,551,572
1736403540,09.01.2025,6:19:00,17.6,345,562,518,18.4,0,551,540
1736404443,09.01.2025,6:34:03,17.6,329,562,572,18.4,0,562,551
1736405346,09.01.2025,6:49:06,17.7,329,562,508,18.3,0,562,551
1736406249,09.01.2025,7:04:09,17.5,321,572,540,18.2,0,583,562
1736407152,09.01.2025,7:19:12,17.5,321,551,529,18.3,0,551,572
1736408056,09.01.2025,7:34:16,17.5,321,551,529,18.1,0,551,572
1736408959,09.01.2025,7:49:19,17.5,321,551,562,18.2,0,540,562
1736409862,09.01.2025,8:04:22,17.5,329,562,540,18.2,0,551,572
1736410765,09.01.2025,8:19:25,18.2,400,562,529,18.5,0,540,562
1736411668,09.01.2025,8:34:28,18.4,384,562,540,18.5,0,551,551
1736412571,09.01.2025,8:49:31,18.6,384,562,583,18.4,0,540,551
1736413475,09.01.2025,9:04:35,18.8,392,540,572,18.5,0,551,551
1736414378,09.01.2025,9:19:38,18.9,392,551,540,18.5,0,562,562
1736415281,09.01.2025,9:34:41,19,415,562,518,18.5,0,551,540
1736416184,09.01.2025,9:49:44,18.6,455,551,508,18.4,0,551,562
1736417087,09.01.2025,10:04:47,19,415,529,572,18.6,0,562,551
1736417990,09.01.2025,10:19:50,19.1,423,562,572,18.7,0,572,572
1736418894,09.01.2025,10:34:54,19.2,439,551,529,18.8,0,562,551
1736419797,09.01.2025,10:49:57,19.3,431,562,562,18.8,0,562,551
1736420700,09.01.2025,11:05:00,19.4,502,562,414,18.5,0,551,612
1736421603,09.01.2025,11:20:03,19.6,455,562,572,18.8,0,572,551
1736422506,09.01.2025,11:35:06,19.5,517,551,562,18.9,0,562,572
1736423410,09.01.2025,11:50:10,19.6,502,562,518,18.7,0,551,551
1736424313,09.01.2025,12:05:13,19.6,517,572,529,18.7,0,562,551
1736425216,09.01.2025,12:20:16,19.3,509,562,572,18.7,0,562,572
1736426119,09.01.2025,12:35:19,19.1,423,562,583,18.3,0,562,551
1736427022,09.01.2025,12:50:22,18.8,400,562,540,18.1,0,562,572
1736427925,09.01.2025,13:05:25,18.5,376,572,518,18.1,0,562,529
1736428829,09.01.2025,13:20:29,18.3,368,562,551,18.1,0,562,540
1736429732,09.01.2025,13:35:32,18.2,360,562,551,18.1,0,551,540
1736430635,09.01.2025,13:50:35,18.1,353,572,583,18,0,540,551
1736431538,09.01.2025,14:05:38,17.9,353,551,500,18,0,551,540
1736432441,09.01.2025,14:20:41,17.7,353,562,572,17.7,0,562,529
1736433344,09.01.2025,14:35:44,17.6,353,551,551,17.6,0,551,551
1736434247,09.01.2025,14:50:47,17.5,353,562,2650,17.8,0,540,623
1736435151,09.01.2025,15:05:51,17.5,353,551,518,17.8,0,540,562
1736436054,09.01.2025,15:20:54,17.5,353,562,583,17.8,0,551,562
1736436957,09.01.2025,15:35:57,17.4,353,551,583,17.7,0,562,551
1736437860,09.01.2025,15:51:00,17.3,360,551,508,17.6,0,540,562
1736438763,09.01.2025,16:06:03,17.3,360,562,540,17.5,0,551,540
1736439667,09.01.2025,16:21:07,17.2,360,551,551,17.5,0,562,551
1736440570,09.01.2025,16:36:10,17.1,353,562,540,17.5,0,540,572
1736441473,09.01.2025,16:51:13,17.2,353,551,551,17.5,0,562,562
1736442376,09.01.2025,17:06:16,17.2,353,562,518,16.4,0,540,540
1736443279,09.01.2025,17:21:19,17.1,353,572,583,17.1,0,562,551
1736444182,09.01.2025,17:36:22,17.1,345,562,540,17.2,0,551,551
1736445085,09.01.2025,17:51:25,17,345,551,551,17.2,0,551,562
1736445989,09.01.2025,18:06:29,17,345,551,540,17,0,583,551
1736446892,09.01.2025,18:21:32,17,345,551,551,17,0,572,551
1736447795,09.01.2025,18:36:35,16.9,345,551,594,17,0,551,562
1736448698,09.01.2025,18:51:38,16.9,345,562,572,16.9,0,551,540
1736449601,09.01.2025,19:06:41,16.9,345,551,529,16.9,0,551,551
1736450504,09.01.2025,19:21:44,16.8,337,562,572,16.9,0,551,562
1736451408,09.01.2025,19:36:48,16.8,337,562,551,16.9,0,551,551
1736452311,09.01.2025,19:51:51,16.8,345,551,540,16.9,0,562,551
1736453214,09.01.2025,20:06:54,16.8,337,562,540,16.9,0,562,540
1736454117,09.01.2025,20:21:57,16.7,345,572,529,16.8,0,562,562
1736455020,09.01.2025,20:37:00,16.7,337,572,562,16.8,0,540,551
1736455923,09.01.2025,20:52:03,16.7,345,562,572,16.8,0,551,551
1736456827,09.01.2025,21:07:07,16.7,337,540,540,16.7,0,562,562
1736457730,09.01.2025,21:22:10,16.7,337,551,572,16.8,0,551,562
1736458633,09.01.2025,21:37:13,16.7,329,562,583,16.7,0,572,562
1736459536,09.01.2025,21:52:16,16.7,337,551,562,16.7,0,572,562
1736460439,09.01.2025,22:07:19,16.7,329,562,529,16.6,0,551,562
1736461342,09.01.2025,22:22:22,16.6,337,562,551,16.6,0,572,551
1736462245,09.01.2025,22:37:25,16.6,337,551,540,16.7,0,551,562
1736463149,09.01.2025,22:52:29,16.6,337,562,518,16.6,0,551,572
1736464052,09.01.2025,23:07:32,16.7,329,551,583,16.6,0,551,562
1736464955,09.01.2025,23:22:35,16.6,337,551,562,16.6,0,562,540
1736465858,09.01.2025,23:37:38,16.6,337,562,551,16.5,0,551,562
1736466761,09.01.2025,23:52:41,16.5,329,562,562,16.5,0,551,572
1736467664,10.01.2025,0:07:44,16.5,329,551,583,16.5,0,551,562
1736468567,10.01.2025,0:22:47,16.5,337,540,540,16.5,0,529,540
1736469471,10.01.2025,0:37:51,16.5,329,562,490,16.4,0,540,551
1736470374,10.01.2025,0:52:54,16.4,337,562,583,16.5,0,562,562
1736471277,10.01.2025,1:07:57,16.4,329,551,583,16.4,0,540,562
1736472180,10.01.2025,1:23:00,16.4,329,572,594,16.4,0,562,562
1736473083,10.01.2025,1:38:03,16.4,329,551,540,16.4,0,551,562
1736473986,10.01.2025,1:53:06,16.3,337,562,562,16.4,0,551,551
1736474890,10.01.2025,2:08:10,16.3,329,551,490,16.4,0,551,540
1736475793,10.01.2025,2:23:13,16.3,337,562,551,16.3,0,551,551
1736476696,10.01.2025,2:38:16,16.3,329,562,562,16.4,0,551,562
1736477599,10.01.2025,2:53:19,16.2,337,562,572,16.3,0,562,551
1736478502,10.01.2025,3:08:22,16.2,329,562,529,16.3,0,572,551
1736479406,10.01.2025,3:23:26,16.2,329,562,551,16.2,0,572,551
1736480309,10.01.2025,3:38:29,16.2,329,562,572,16.3,0,540,562
1736481212,10.01.2025,3:53:32,16.2,329,562,529,16.3,0,562,572
1736482115,10.01.2025,4:08:35,16.2,329,562,562,16.2,0,562,551
1736483018,10.01.2025,4:23:38,16.2,329,551,583,16.3,0,562,551
1736483922,10.01.2025,4:38:42,16.2,337,562,540,16.2,0,562,551
1736484825,10.01.2025,4:53:45,16.2,329,562,551,16.2,0,562,562
1736485728,10.01.2025,5:08:48,16.2,329,562,594,16.2,0,562,551
1736486631,10.01.2025,5:23:51,16.2,329,562,583,16.1,0,562,551
1736487534,10.01.2025,5:38:54,16.2,337,551,540,16,0,551,551
1736488438,10.01.2025,5:53:58,16.2,345,551,562,15.9,0,540,562
1736489341,10.01.2025,6:09:01,16.2,345,572,572,16,0,562,540
1736490244,10.01.2025,6:24:04,16.1,337,551,562,16,0,562,572
1736491147,10.01.2025,6:39:07,16.1,345,562,508,15.9,0,540,572
1736492050,10.01.2025,6:54:10,16,345,562,551,15.9,0,562,562
1736492953,10.01.2025,7:09:13,16,337,562,529,15.9,0,551,572
1736493856,10.01.2025,7:24:16,16,337,562,529,15.9,0,551,551
1736494759,10.01.2025,7:39:19,16,337,551,572,15.9,0,562,551
1736495663,10.01.2025,7:54:23,16,337,562,518,15.9,0,572,572
1736496566,10.01.2025,8:09:26,16,337,551,540,16.2,0,551,562
1736497469,10.01.2025,8:24:29,16.1,337,540,551,16.3,0,551,572
1736498372,10.01.2025,8:39:32,16.1,345,551,500,16.3,0,551,540
1736499275,10.01.2025,8:54:35,16.1,345,551,572,16.2,0,572,551
1736500179,10.01.2025,9:09:39,16.1,353,551,572,16.2,0,540,572
1736501082,10.01.2025,9:24:42,16.1,353,529,529,16.3,0,540,572
1736501985,10.01.2025,9:39:45,16.2,353,540,518,16.2,0,540,551
1736502888,10.01.2025,9:54:48,16.4,345,562,529,17.1,0,551,551
1736503791,10.01.2025,10:09:51,16.8,329,572,551,17,0,551,540
1736504694,10.01.2025,10:24:54,17,329,562,529,17.7,0,583,562
1736505597,10.01.2025,10:39:57,17.1,321,540,500,17.5,0,572,540
1736506501,10.01.2025,10:55:01,17.2,337,540,500,18.4,0,540,551
1736507404,10.01.2025,11:10:04,17.4,337,551,529,18.3,0,562,562
1736508307,10.01.2025,11:25:07,17.7,345,562,518,18.8,0,529,572
1736509211,10.01.2025,11:40:11,17.5,353,562,562,19.1,0,562,562
1736510114,10.01.2025,11:55:14,17.7,345,551,551,19,0,572,551
1736511017,10.01.2025,12:10:17,17.8,353,562,551,18.8,0,551,551
1736511921,10.01.2025,12:25:21,17.8,353,551,572,19.1,0,551,551
1736512824,10.01.2025,12:40:24,18.4,353,551,572,19.7,0,562,572
1736513727,10.01.2025,12:55:27,18.7,360,551,518,20.1,0,551,540
1736514630,10.01.2025,13:10:30,18.9,368,551,583,20.3,0,551,572
1736515533,10.01.2025,13:25:33,19.1,360,540,551,20,0,562,551
1736516437,10.01.2025,13:40:37,18.6,353,562,572,19.9,0,551,551
1736517340,10.01.2025,13:55:40,18.9,392,551,518,20,0,551,572
1736518243,10.01.2025,14:10:43,19.4,376,562,540,20.4,0,562,508
1736519146,10.01.2025,14:25:46,19.5,360,551,572,20.3,0,551,551
1736520049,10.01.2025,14:40:49,19.4,360,562,572,20.7,0,562,540
1736520953,10.01.2025,14:55:53,19.5,368,551,572,19,0,551,436
1736521856,10.01.2025,15:10:56,19.5,368,572,529,21.1,0,551,540
1736522759,10.01.2025,15:25:59,20,376,551,572,21.3,0,551,551
1736523662,10.01.2025,15:41:02,20.2,376,551,540,21.7,0,551,551
1736524566,10.01.2025,15:56:06,20,368,551,540,21.6,0,551,551
1736525469,10.01.2025,16:11:09,19.8,368,562,562,21.6,0,540,572
1736526372,10.01.2025,16:26:12,19.6,360,551,529,21.6,0,562,562
1736527275,10.01.2025,16:41:15,19.2,353,562,529,21.5,0,551,562
1736528178,10.01.2025,16:56:18,19,353,562,594,21.1,0,540,551
1736529082,10.01.2025,17:11:22,18.7,353,562,529,20.8,0,572,572
1736529985,10.01.2025,17:26:25,18.6,353,562,551,20.5,0,551,572
1736530888,10.01.2025,17:41:28,18.5,353,551,551,20.1,0,551,551
1736531791,10.01.2025,17:56:31,18.2,353,551,540,19.9,0,551,540
1736532694,10.01.2025,18:11:34,18.1,353,562,540,19.8,0,562,572
1736533597,10.01.2025,18:26:37,17.8,345,551,601,19.8,0,562,853
1736534500,10.01.2025,18:41:40,17.4,337,562,551,19.5,0,551,540
1736535404,10.01.2025,18:56:44,17.5,345,572,529,19.4,0,551,551
1736536307,10.01.2025,19:11:47,17.4,337,551,551,19.4,0,551,551
1736537210,10.01.2025,19:26:50,17.3,345,572,551,19.4,0,572,572
1736538113,10.01.2025,19:41:53,17.5,345,562,508,19.5,0,540,540
1736539016,10.01.2025,19:56:56,17.5,337,551,562,19.3,0,540,540
1736539919,10.01.2025,20:11:59,17.5,337,562,518,18.7,0,551,572
1736540822,10.01.2025,20:27:02,17.6,345,562,551,18.5,0,562,572
1736541726,10.01.2025,20:42:06,17.5,345,551,583,18.3,0,562,551
1736542629,10.01.2025,20:57:09,17.6,345,540,529,17.9,0,562,540
1736543532,10.01.2025,21:12:12,17.5,337,562,572,18.1,0,562,562
1736544435,10.01.2025,21:27:15,17.5,345,572,508,18.3,0,562,540
1736545338,10.01.2025,21:42:18,17.5,353,551,562,18.1,0,562,562
1736546241,10.01.2025,21:57:21,17.5,345,562,479,18.1,0,551,572
1736547144,10.01.2025,22:12:24,17.4,345,562,540,18.2,0,551,562
1736548048,10.01.2025,22:27:28,17.4,345,562,479,18.2,0,540,551
1736548951,10.01.2025,22:42:31,17.4,345,551,551,18.1,0,562,562
1736549854,10.01.2025,22:57:34,17.4,345,562,551,18,0,540,583
1736550757,10.01.2025,23:12:37,17.4,345,540,551,17.9,0,562,551
1736551660,10.01.2025,23:27:40,17.4,360,551,540,18,0,551,540
1736552564,10.01.2025,23:42:44,17.4,360,562,551,18.1,0,540,551
1736553467,10.01.2025,23:57:47,17.4,368,562,551,18,0,562,562
