#!(s),Date,Time,TA_SP30P1_ET2,CO_SP30P1_ET2,DBS_SP30P1_ET2,DBE_SP30P1_ET2,TA_SP30P2_ET2,CO_SP30P2_ET2,DBS_SP30P2_ET2,DBE_SP30P2_ET2
1731656515,15.11.2024,7:41:55,18.6,439,562,572,19.5,0,551,551
1731657418,15.11.2024,7:56:58,18.6,439,562,612,19.6,0,562,562
1731658321,15.11.2024,8:12:01,18.5,447,562,551,19.7,0,562,572
1731659225,15.11.2024,8:27:05,18.5,439,562,583,19.7,0,540,551
1731660128,15.11.2024,8:42:08,18.5,447,551,634,19.5,0,562,540
1731661031,15.11.2024,8:57:11,18.5,439,562,529,19.5,0,551,551
1731661934,15.11.2024,9:12:14,18.5,439,562,518,19.7,0,572,551
1731662837,15.11.2024,9:27:17,18.5,423,562,540,19.7,0,562,562
1731663740,15.11.2024,9:42:20,18.9,431,551,551,19.9,0,551,551
1731664644,15.11.2024,9:57:24,19.2,494,551,562,20,0,551,562
1731665547,15.11.2024,10:12:27,20.2,745,551,583,20.1,0,551,562
1731666450,15.11.2024,10:27:30,21.1,807,551,540,20,0,540,540
1731667353,15.11.2024,10:42:33,21.6,847,551,490,19.9,0,572,551
1731668256,15.11.2024,10:57:36,21.9,800,562,529,20,0,562,551
1731669159,15.11.2024,11:12:39,22.1,862,551,562,20.1,0,562,540
1731670062,15.11.2024,11:27:42,22.2,855,551,562,19.9,0,551,540
1731670966,15.11.2024,11:42:46,22.4,870,551,540,19.9,0,562,540
1731671869,15.11.2024,11:57:49,22.7,776,551,562,20.4,0,562,562
1731672772,15.11.2024,12:12:52,22.8,753,551,518,20.3,0,551,551
1731673675,15.11.2024,12:27:55,22,619,551,562,20.3,0,551,572
1731674578,15.11.2024,12:42:58,21.4,478,551,540,20.3,0,562,562
1731675481,15.11.2024,12:58:01,21.2,447,562,529,20.3,0,540,572
1731676384,15.11.2024,13:13:04,21,447,551,601,20.6,0,551,551
1731677288,15.11.2024,13:28:08,21.2,729,551,518,20.8,0,562,540
1731678191,15.11.2024,13:43:11,21.8,933,562,551,20.8,0,540,562
1731679094,15.11.2024,13:58:14,22.3,933,562,540,20.8,0,551,562
1731679997,15.11.2024,14:13:17,22.4,925,551,529,20.8,0,562,551
1731680900,15.11.2024,14:28:20,22.5,996,562,529,20.7,0,551,562
1731681803,15.11.2024,14:43:23,22.8,964,562,572,20.5,0,562,551
1731682707,15.11.2024,14:58:27,22.7,894,551,572,20.6,0,551,562
1731683610,15.11.2024,15:13:30,23.1,956,551,540,20.8,0,540,572
1731684513,15.11.2024,15:28:33,23.1,902,562,572,20.8,0,551,562
1731685416,15.11.2024,15:43:36,23.2,925,551,551,20.8,0,551,551
1731686319,15.11.2024,15:58:39,22.5,635,572,551,20.5,0,572,572
1731687223,15.11.2024,16:13:43,21.7,455,551,562,20.5,0,562,551
1731688126,15.11.2024,16:28:46,21.2,392,551,562,20.5,0,562,562
1731689030,15.11.2024,16:43:50,20.9,368,551,540,20.4,0,551,551
1731689933,15.11.2024,16:58:53,20.7,353,572,500,20.5,0,551,572
1731690837,15.11.2024,17:13:57,20.7,353,551,529,20.4,0,562,551
1731691740,15.11.2024,17:29:00,20.4,353,551,601,20.3,0,551,572
1731692643,15.11.2024,17:44:03,20.2,353,562,551,20.3,0,551,551
1731693546,15.11.2024,17:59:06,20,345,551,551,20.1,0,551,551
1731694449,15.11.2024,18:14:09,20,353,562,601,20.3,0,572,551
1731695352,15.11.2024,18:29:12,19.9,353,562,562,20.3,0,572,529
1731696256,15.11.2024,18:44:16,19.8,353,562,601,20.3,0,540,529
1731697159,15.11.2024,18:59:19,19.7,345,562,583,20.2,0,540,540
1731698062,15.11.2024,19:14:22,19.6,345,562,551,20.1,0,572,540
1731698965,15.11.2024,19:29:25,19.5,345,562,594,20,0,540,551
1731699868,15.11.2024,19:44:28,19.5,353,562,583,20,0,551,551
1731700771,15.11.2024,19:59:31,19.4,353,562,551,20,0,540,551
1731701675,15.11.2024,20:14:35,19.3,345,562,540,20,0,562,540
1731702578,15.11.2024,20:29:38,19.3,353,551,572,19.9,0,551,551
1731703481,15.11.2024,20:44:41,19.2,353,562,500,19.9,0,551,562
1731704384,15.11.2024,20:59:44,19.2,353,551,540,19.8,0,562,540
1731705287,15.11.2024,21:14:47,19.2,353,551,529,19.8,0,551,562
1731706190,15.11.2024,21:29:50,19.2,353,551,562,19.8,0,562,562
1731707093,15.11.2024,21:44:53,19.2,360,551,540,19.7,0,551,551
1731707997,15.11.2024,21:59:57,19.2,360,551,583,19.7,0,562,572
1731708900,15.11.2024,22:15:00,19.1,368,562,529,19.6,0,551,551
1731709803,15.11.2024,22:30:03,19.1,376,562,572,19.5,0,562,551
1731710706,15.11.2024,22:45:06,19,376,551,572,19.4,0,572,562
1731711609,15.11.2024,23:00:09,19,384,551,500,19.4,0,572,562
1731712512,15.11.2024,23:15:12,18.9,384,562,572,19.5,0,562,529
1731713415,15.11.2024,23:30:15,18.9,400,562,457,19.3,0,572,551
1731714319,15.11.2024,23:45:19,18.9,384,551,508,19.5,0,562,562
1731715222,16.11.2024,0:00:22,18.8,384,562,551,19.3,0,562,551
1731716125,16.11.2024,0:15:25,18.9,392,551,551,19.3,0,551,562
1731717028,16.11.2024,0:30:28,18.8,384,562,551,19.3,0,540,583
1731717932,16.11.2024,0:45:32,18.8,392,551,540,19.3,0,562,529
1731718835,16.11.2024,1:00:35,18.8,400,562,572,19.3,0,540,540
1731719738,16.11.2024,1:15:38,18.8,407,562,562,19.3,0,551,562
1731720641,16.11.2024,1:30:41,18.8,400,551,508,19.3,0,529,551
1731721544,16.11.2024,1:45:44,18.7,407,562,540,19.2,0,562,562
1731722447,16.11.2024,2:00:47,18.7,400,551,601,19.1,0,540,562
1731723350,16.11.2024,2:15:50,18.7,400,562,562,19.2,0,540,551
1731724254,16.11.2024,2:30:54,18.7,392,562,562,19.1,0,540,551
1731725157,16.11.2024,2:45:57,18.7,392,551,540,19.2,0,562,572
1731726060,16.11.2024,3:01:00,18.7,392,551,508,19.1,0,562,562
1731726963,16.11.2024,3:16:03,18.8,392,562,594,19.2,0,572,562
1731727866,16.11.2024,3:31:06,18.7,384,551,601,19.1,0,551,551
1731728770,16.11.2024,3:46:10,18.8,384,551,500,19.1,0,551,572
1731729673,16.11.2024,4:01:13,18.6,384,562,529,19.1,0,540,551
1731730576,16.11.2024,4:16:16,18.6,376,562,540,19.1,0,529,551
1731731479,16.11.2024,4:31:19,18.7,384,562,594,19.1,0,540,551
1731732382,16.11.2024,4:46:22,18.6,384,562,540,19.1,0,562,562
1731733285,16.11.2024,5:01:25,18.6,376,551,562,19.1,0,562,551
1731734188,16.11.2024,5:16:28,18.5,384,551,612,19,0,540,551
1731735092,16.11.2024,5:31:32,18.5,376,562,572,18.9,0,562,572
1731735995,16.11.2024,5:46:35,18.4,376,551,583,18.7,0,551,551
1731736898,16.11.2024,6:01:38,18.4,368,572,529,18.7,0,551,540
1731737801,16.11.2024,6:16:41,18.4,368,551,529,18.6,0,562,551
1731738704,16.11.2024,6:31:44,18.4,368,551,518,18.7,0,562,551
1731739607,16.11.2024,6:46:47,18.4,368,551,572,18.7,0,551,562
1731740510,16.11.2024,7:01:50,18.3,368,562,540,18.8,0,562,562
1731741414,16.11.2024,7:16:54,18.3,368,562,583,18.6,0,551,551
1731742317,16.11.2024,7:31:57,18.3,368,551,562,18.8,0,540,551
1731743220,16.11.2024,7:47:00,18.3,360,551,572,18.7,0,551,562
1731744123,16.11.2024,8:02:03,18.3,360,562,562,18.7,0,551,529
1731745026,16.11.2024,8:17:06,18.3,360,562,529,18.7,0,562,540
1731745930,16.11.2024,8:32:10,18.3,360,551,572,18.6,0,572,551
1731746833,16.11.2024,8:47:13,18.3,368,562,601,18.7,0,540,551
1731747736,16.11.2024,9:02:16,18.3,360,540,540,18.7,0,540,572
1731748639,16.11.2024,9:17:19,18.3,360,551,562,18.8,0,562,562
1731749542,16.11.2024,9:32:22,18.5,360,551,562,18.7,0,540,562
1731750445,16.11.2024,9:47:25,18.4,360,551,572,18.8,0,572,551
1731751349,16.11.2024,10:02:29,18.4,360,551,583,18.8,0,562,562
1731752252,16.11.2024,10:17:32,18.4,360,551,518,18.8,0,551,551
1731753155,16.11.2024,10:32:35,18.5,353,572,540,18.8,0,562,540
1731754058,16.11.2024,10:47:38,18.5,353,562,540,19,0,572,551
1731754961,16.11.2024,11:02:41,18.5,353,562,644,18.8,0,540,562
1731755864,16.11.2024,11:17:44,18.5,353,540,518,18.9,0,551,562
1731756768,16.11.2024,11:32:48,18.5,353,551,572,18.8,0,551,562
1731757671,16.11.2024,11:47:51,18.5,353,551,508,18.7,0,551,562
1731758574,16.11.2024,12:02:54,18.5,353,551,583,19,0,562,540
1731759477,16.11.2024,12:17:57,18.5,353,529,562,19.1,0,562,551
1731760380,16.11.2024,12:33:00,18.6,353,562,562,19,0,551,562
1731761283,16.11.2024,12:48:03,18.7,353,551,551,19.1,0,551,572
1731762187,16.11.2024,13:03:07,18.7,353,551,562,19.1,0,562,551
1731763090,16.11.2024,13:18:10,18.7,353,562,562,19,0,540,551
1731763993,16.11.2024,13:33:13,18.7,353,551,508,19.1,0,562,551
1731764896,16.11.2024,13:48:16,18.7,345,562,572,19,0,551,551
1731765799,16.11.2024,14:03:19,18.7,345,551,508,19.1,0,540,551
1731766703,16.11.2024,14:18:23,18.8,353,562,529,19.1,0,562,540
1731767606,16.11.2024,14:33:26,18.8,345,562,583,19.1,0,572,540
1731768509,16.11.2024,14:48:29,18.8,345,551,572,19.2,0,551,562
1731769412,16.11.2024,15:03:32,18.7,345,562,572,19.1,0,562,540
1731770315,16.11.2024,15:18:35,18.7,353,551,562,19.1,0,551,572
1731771218,16.11.2024,15:33:38,18.7,353,562,583,19.1,0,551,540
1731772122,16.11.2024,15:48:42,18.7,345,562,551,18.9,0,562,551
1731773025,16.11.2024,16:03:45,18.7,337,562,551,19,0,562,551
1731773928,16.11.2024,16:18:48,18.6,345,551,518,18.9,0,551,572
1731774831,16.11.2024,16:33:51,18.6,345,551,551,18.9,0,551,562
1731775734,16.11.2024,16:48:54,18.6,353,562,529,19,0,551,529
1731776638,16.11.2024,17:03:58,18.6,345,551,540,18.9,0,562,551
1731777541,16.11.2024,17:19:01,18.5,345,551,518,18.9,0,562,572
1731778444,16.11.2024,17:34:04,18.5,353,551,500,18.7,0,551,562
1731779347,16.11.2024,17:49:07,18.5,345,551,529,18.7,0,551,551
1731780250,16.11.2024,18:04:10,18.4,345,551,518,18.8,0,551,572
1731781154,16.11.2024,18:19:14,18.4,353,562,562,18.7,0,562,562
1731782057,16.11.2024,18:34:17,18.4,353,551,529,18.6,0,540,551
1731782960,16.11.2024,18:49:20,18.3,353,562,583,18.6,0,551,551
1731783863,16.11.2024,19:04:23,18.2,353,551,572,18.6,0,551,551
1731784766,16.11.2024,19:19:26,18.3,345,562,572,18.7,0,562,572
1731785669,16.11.2024,19:34:29,18.2,345,551,551,18.7,0,562,551
1731786572,16.11.2024,19:49:32,18.2,353,540,540,18.6,0,562,562
1731787476,16.11.2024,20:04:36,18.2,353,562,612,18.7,0,540,562
1731788379,16.11.2024,20:19:39,18.2,345,551,540,18.7,0,572,551
1731789282,16.11.2024,20:34:42,18.2,345,551,540,18.7,0,562,562
1731790185,16.11.2024,20:49:45,18.2,353,562,551,18.5,0,572,551
1731791088,16.11.2024,21:04:48,18.2,345,551,572,18.6,0,551,572
1731791992,16.11.2024,21:19:52,18.2,345,562,562,18.6,0,551,562
1731792895,16.11.2024,21:34:55,18.2,353,551,562,18.6,0,551,562
1731793798,16.11.2024,21:49:58,18.2,353,562,529,18.7,0,562,562
1731794701,16.11.2024,22:05:01,18.2,353,562,540,18.5,0,562,562
1731795604,16.11.2024,22:20:04,18.2,345,562,500,18.6,0,562,540
1731796507,16.11.2024,22:35:07,18.2,353,551,562,18.6,0,583,551
1731797411,16.11.2024,22:50:11,18.2,353,551,518,18.7,0,551,562
1731798314,16.11.2024,23:05:14,18.2,345,551,551,18.7,0,572,572
1731799217,16.11.2024,23:20:17,18.2,353,551,551,18.6,0,551,562
1731800120,16.11.2024,23:35:20,18.2,345,551,529,18.5,0,551,572
1731801023,16.11.2024,23:50:23,18.2,345,551,551,18.5,0,562,562
1731801927,17.11.2024,0:05:27,18.2,353,540,529,18.5,0,551,562
1731802830,17.11.2024,0:20:30,18.2,345,562,562,18.5,0,572,551
1731803733,17.11.2024,0:35:33,18.2,345,551,551,18.6,0,551,551
1731804636,17.11.2024,0:50:36,18.1,345,562,529,18.4,0,540,562
1731805539,17.11.2024,1:05:39,18.1,353,551,540,18.5,0,572,594
1731806443,17.11.2024,1:20:43,18.1,360,551,529,18.4,0,551,562
1731807346,17.11.2024,1:35:46,18.1,353,562,529,18.5,0,551,551
1731808249,17.11.2024,1:50:49,18.1,353,562,562,18.6,0,562,562
1731809152,17.11.2024,2:05:52,18.1,360,562,529,18.5,0,551,551
1731810055,17.11.2024,2:20:55,18.1,360,551,529,18.5,0,551,562
1731810959,17.11.2024,2:35:59,18.1,353,551,529,18.4,0,562,551
1731811862,17.11.2024,2:51:02,18.1,360,562,540,18.5,0,562,551
1731812765,17.11.2024,3:06:05,18.1,353,562,540,18.5,0,562,562
1731813668,17.11.2024,3:21:08,18,360,562,583,18.5,0,562,572
1731814571,17.11.2024,3:36:11,18.1,353,562,562,18.4,0,551,551
1731815474,17.11.2024,3:51:14,18,360,562,583,18.4,0,562,551
1731816378,17.11.2024,4:06:18,18,360,551,500,18.3,0,551,540
1731817281,17.11.2024,4:21:21,18,368,551,540,18.4,0,551,572
1731818184,17.11.2024,4:36:24,18,360,601,529,18.4,0,551,551
1731819087,17.11.2024,4:51:27,18,360,551,529,18.3,0,583,562
1731819990,17.11.2024,5:06:30,18,360,562,562,18.4,0,540,551
1731820893,17.11.2024,5:21:33,18,360,572,583,18.3,0,551,562
1731821796,17.11.2024,5:36:36,18,360,562,572,18.3,0,562,562
1731822700,17.11.2024,5:51:40,18,360,562,540,18.3,0,562,562
1731823603,17.11.2024,6:06:43,18,353,562,562,18.5,0,551,540
1731824506,17.11.2024,6:21:46,18,353,551,562,18.3,0,540,540
1731825409,17.11.2024,6:36:49,18,353,551,551,18.3,0,540,551
1731826312,17.11.2024,6:51:52,18,345,562,518,18.3,0,562,551
1731827215,17.11.2024,7:06:55,18,345,551,529,18.4,0,562,529
1731828119,17.11.2024,7:21:59,18,353,540,562,18.5,0,540,551
1731829022,17.11.2024,7:37:02,18,345,562,572,18.3,0,529,562
1731829925,17.11.2024,7:52:05,18,345,551,562,18.4,0,540,562
1731830828,17.11.2024,8:07:08,18,345,562,572,18.5,0,551,551
1731831731,17.11.2024,8:22:11,18,345,562,583,18.4,0,551,572
1731832634,17.11.2024,8:37:14,18,337,562,508,18.5,0,562,562
1731833538,17.11.2024,8:52:18,18,337,551,583,18.4,0,572,562
1731834441,17.11.2024,9:07:21,18,345,551,518,18.3,0,551,562
1731835344,17.11.2024,9:22:24,18.1,337,562,540,18.3,0,529,562
1731836247,17.11.2024,9:37:27,18.1,345,562,540,18.4,0,583,551
1731837151,17.11.2024,9:52:31,18.1,337,562,551,18.4,0,572,551
1731838054,17.11.2024,10:07:34,18.1,337,551,529,18.4,0,551,572
1731838957,17.11.2024,10:22:37,18.2,337,562,540,18.4,0,562,529
1731839860,17.11.2024,10:37:40,18.2,337,551,594,18.4,0,551,551
1731840763,17.11.2024,10:52:43,18.2,337,562,518,18.4,0,583,562
1731841666,17.11.2024,11:07:46,18.2,337,551,551,18.5,0,572,551
1731842570,17.11.2024,11:22:50,18.2,337,562,562,18.5,0,562,540
1731843473,17.11.2024,11:37:53,18.2,337,562,583,18.5,0,551,551
1731844376,17.11.2024,11:52:56,18.2,329,562,529,18.4,0,562,540
1731845279,17.11.2024,12:07:59,18.2,337,551,508,18.5,0,529,551
1731846182,17.11.2024,12:23:02,18.2,337,562,562,18.4,0,562,562
1731847085,17.11.2024,12:38:05,18.2,337,551,529,18.5,0,540,540
1731847989,17.11.2024,12:53:09,18.2,337,551,551,18.5,0,562,572
1731848892,17.11.2024,13:08:12,18.2,329,562,529,18.6,0,551,562
1731849795,17.11.2024,13:23:15,18.2,329,551,540,18.7,0,572,583
1731850698,17.11.2024,13:38:18,18.2,337,551,540,18.6,0,562,551
1731851601,17.11.2024,13:53:21,18.2,329,551,583,18.7,0,551,562
1731852504,17.11.2024,14:08:24,18.2,329,551,601,18.7,0,551,551
1731853408,17.11.2024,14:23:28,18.2,329,562,583,18.6,0,540,572
1731854311,17.11.2024,14:38:31,18.3,337,572,562,18.7,0,551,540
1731855214,17.11.2024,14:53:34,18.3,329,572,551,18.7,0,562,551
1731856117,17.11.2024,15:08:37,18.3,329,572,562,18.6,0,551,562
1731857020,17.11.2024,15:23:40,18.3,337,572,572,18.7,0,572,540
1731857923,17.11.2024,15:38:43,18.3,337,551,594,18.7,0,562,551
1731858827,17.11.2024,15:53:47,18.3,337,562,572,18.7,0,551,562
1731859730,17.11.2024,16:08:50,18.3,337,551,583,18.6,0,562,551
1731860633,17.11.2024,16:23:53,18.3,329,562,518,18.8,0,562,540
1731861536,17.11.2024,16:38:56,18.3,337,562,583,18.8,0,562,551
1731862439,17.11.2024,16:53:59,18.3,337,551,551,18.7,0,572,551
1731863342,17.11.2024,17:09:02,18.2,337,551,572,18.7,0,551,562
1731864245,17.11.2024,17:24:05,18.2,345,562,562,18.6,0,551,551
1731865148,17.11.2024,17:39:08,18.2,345,562,551,18.7,0,551,562
1731866052,17.11.2024,17:54:12,18.2,337,562,551,18.7,0,529,529
1731866955,17.11.2024,18:09:15,18.2,337,562,518,18.7,0,529,551
1731867858,17.11.2024,18:24:18,18.2,345,562,572,18.8,0,551,551
1731868761,17.11.2024,18:39:21,18.2,345,551,562,18.7,0,551,551
1731869664,17.11.2024,18:54:24,18.2,337,551,508,18.7,0,562,551
1731870568,17.11.2024,19:09:28,18.2,337,551,583,18.7,0,551,562
1731871471,17.11.2024,19:24:31,18.2,337,551,529,18.7,0,583,562
1731872374,17.11.2024,19:39:34,18.2,337,562,508,18.7,0,540,551
1731873277,17.11.2024,19:54:37,18.2,345,540,572,18.7,0,562,572
1731874180,17.11.2024,20:09:40,18.2,337,540,551,18.7,0,562,551
1731875083,17.11.2024,20:24:43,18.2,345,562,508,18.7,0,572,551
1731875986,17.11.2024,20:39:46,18.2,345,551,562,18.7,0,562,551
1731876890,17.11.2024,20:54:50,18.2,337,551,562,18.7,0,562,551
1731877793,17.11.2024,21:09:53,18.2,345,551,540,18.8,0,551,551
1731878696,17.11.2024,21:24:56,18.2,337,551,562,18.7,0,529,562
1731879599,17.11.2024,21:39:59,18.2,337,551,540,18.7,0,540,562
1731880502,17.11.2024,21:55:02,18.2,337,551,508,18.7,0,562,562
1731881405,17.11.2024,22:10:05,18.3,337,562,594,18.8,0,551,562
1731882309,17.11.2024,22:25:09,18.2,337,551,562,18.7,0,540,551
1731883212,17.11.2024,22:40:12,18.2,337,551,562,18.7,0,562,551
1731884115,17.11.2024,22:55:15,18.2,337,551,572,18.8,0,562,551
1731885018,17.11.2024,23:10:18,18.2,329,551,601,18.8,0,572,540
1731885921,17.11.2024,23:25:21,18.2,337,562,529,18.8,0,562,551
1731886824,17.11.2024,23:40:24,18.2,345,540,594,18.8,0,562,551
1731887728,17.11.2024,23:55:28,18.2,337,551,562,18.8,0,562,551
1731888631,18.11.2024,0:10:31,18.2,337,562,572,18.7,0,551,551
1731889534,18.11.2024,0:25:34,18.2,337,551,540,18.7,0,562,562
1731890437,18.11.2024,0:40:37,18.2,337,540,562,18.7,0,572,551
1731891340,18.11.2024,0:55:40,18.2,345,551,562,18.7,0,540,572
1731892243,18.11.2024,1:10:43,18.2,329,562,562,18.9,0,551,551
1731893147,18.11.2024,1:25:47,18.2,337,551,551,18.7,0,551,562
1731894050,18.11.2024,1:40:50,18.2,337,562,562,18.7,0,572,562
1731894953,18.11.2024,1:55:53,18.2,337,551,540,18.7,0,562,562
1731895856,18.11.2024,2:10:56,18.2,337,551,551,18.7,0,562,572
1731896759,18.11.2024,2:25:59,18.2,337,562,540,18.8,0,562,540
1731897663,18.11.2024,2:41:03,18.2,337,551,529,18.6,0,551,562
1731898566,18.11.2024,2:56:06,18.2,337,540,540,18.7,0,562,551
1731899469,18.11.2024,3:11:09,18.2,337,562,572,18.8,0,540,562
1731900372,18.11.2024,3:26:12,18.2,337,540,551,19,0,562,551
1731901275,18.11.2024,3:41:15,18.2,337,562,572,18.9,0,562,551
1731902179,18.11.2024,3:56:19,18.2,337,540,562,18.8,0,551,540
1731903082,18.11.2024,4:11:22,18.2,329,551,572,18.9,0,529,551
1731903985,18.11.2024,4:26:25,18.2,337,540,562,18.8,0,562,540
1731904888,18.11.2024,4:41:28,18.2,337,562,551,18.9,0,551,562
1731905791,18.11.2024,4:56:31,18.2,337,540,562,18.9,0,551,551
1731906694,18.11.2024,5:11:34,18.2,329,540,572,18.9,0,540,562
1731907597,18.11.2024,5:26:37,18.2,329,551,572,18.9,0,562,551
1731908501,18.11.2024,5:41:41,18.2,337,562,518,18.9,0,551,562
1731909404,18.11.2024,5:56:44,18.3,337,540,583,18.8,0,551,562
1731910307,18.11.2024,6:11:47,18.3,345,551,572,19,0,562,551
1731911210,18.11.2024,6:26:50,18.3,337,551,583,18.8,0,551,562
1731912113,18.11.2024,6:41:53,18.2,337,551,583,18.8,0,529,551
1731913016,18.11.2024,6:56:56,18.2,337,551,540,18.9,0,540,562
1731913920,18.11.2024,7:12:00,18.2,337,551,551,18.9,0,562,562
1731914823,18.11.2024,7:27:03,18.2,337,551,540,18.8,0,572,540
1731915726,18.11.2024,7:42:06,18.2,337,562,562,18.8,0,540,551
1731916629,18.11.2024,7:57:09,18.2,337,551,540,19,0,551,572
1731917532,18.11.2024,8:12:12,18.5,368,562,529,18.2,0,540,562
1731918435,18.11.2024,8:27:15,18.7,337,551,583,17.9,0,540,572
1731919339,18.11.2024,8:42:19,18.8,329,551,540,18.1,0,540,551
1731920242,18.11.2024,8:57:22,18.8,337,551,572,18.4,0,562,562
1731921145,18.11.2024,9:12:25,19,329,551,562,18.1,0,551,508
1731922048,18.11.2024,9:27:28,19.1,329,562,612,18.4,0,518,540
1731922951,18.11.2024,9:42:31,19.1,337,540,562,18.4,0,551,551
1731923854,18.11.2024,9:57:34,19,376,562,500,20.1,0,572,562
1731924757,18.11.2024,10:12:37,19.3,360,551,551,19.5,0,562,572
1731925661,18.11.2024,10:27:41,19.5,360,562,508,19.9,0,562,572
1731926564,18.11.2024,10:42:44,19.5,376,551,583,20.2,0,540,551
1731927467,18.11.2024,10:57:47,19.5,384,540,540,20.2,0,562,572
1731928370,18.11.2024,11:12:50,19.8,384,572,551,20.5,0,562,562
1731929273,18.11.2024,11:27:53,20.1,384,572,529,21.5,0,572,529
1731930176,18.11.2024,11:42:56,20.3,392,551,540,21.5,0,551,551
1731931080,18.11.2024,11:58:00,20.3,392,562,594,21.5,0,562,551
1731931983,18.11.2024,12:13:03,20.4,400,562,529,21.4,0,562,551
1731932886,18.11.2024,12:28:06,20.4,392,551,551,21.2,0,572,551
1731933789,18.11.2024,12:43:09,20.2,400,562,518,21.2,0,551,562
1731934692,18.11.2024,12:58:12,20.2,525,572,551,21,0,562,551
1731935595,18.11.2024,13:13:15,20.4,549,572,529,21,0,572,562
1731936498,18.11.2024,13:28:18,20.6,643,551,583,21,0,551,540
1731937402,18.11.2024,13:43:22,20.2,753,540,540,20.5,0,540,572
1731938305,18.11.2024,13:58:25,20.6,745,551,529,19.7,0,551,540
1731939208,18.11.2024,14:13:28,20.8,713,562,583,21,0,551,529
1731940111,18.11.2024,14:28:31,20.8,698,562,562,21,0,540,562
1731941014,18.11.2024,14:43:34,20.8,705,562,540,21.2,0,551,562
1731941917,18.11.2024,14:58:37,20.9,753,551,562,21.1,0,540,551
1731942820,18.11.2024,15:13:40,20.9,760,572,529,21.2,0,572,540
1731943724,18.11.2024,15:28:44,20.8,604,551,529,21,0,540,562
1731944627,18.11.2024,15:43:47,20.5,462,551,508,21,0,572,562
1731945530,18.11.2024,15:58:50,20.6,486,562,529,20.6,0,583,562
1731946433,18.11.2024,16:13:53,20.7,525,551,551,20.6,0,540,540
1731947336,18.11.2024,16:28:56,20.3,564,551,583,20.7,0,551,540
1731948239,18.11.2024,16:43:59,20.3,572,562,572,20.8,0,540,551
1731949143,18.11.2024,16:59:03,20.4,572,572,572,20.8,0,562,551
1731950046,18.11.2024,17:14:06,20.4,604,562,518,20.9,0,562,540
1731950949,18.11.2024,17:29:09,20.4,604,562,540,20.9,0,540,551
1731951852,18.11.2024,17:44:12,20.5,604,551,540,20.9,0,551,562
1731952755,18.11.2024,17:59:15,20.6,502,562,562,21,0,562,551
1731953658,18.11.2024,18:14:18,20,478,562,572,21,0,551,562
1731954561,18.11.2024,18:29:21,20.2,541,551,540,21.1,0,551,551
1731955465,18.11.2024,18:44:25,20.2,596,562,540,21.2,0,551,529
1731956368,18.11.2024,18:59:28,20.2,588,551,518,21.2,0,529,551
1731957271,18.11.2024,19:14:31,20.1,611,562,500,21.2,0,551,572
1731958174,18.11.2024,19:29:34,20.2,611,562,551,21.1,0,562,562
1731959077,18.11.2024,19:44:37,20.2,572,551,540,20.7,0,572,551
1731959980,18.11.2024,19:59:40,20,431,562,500,20.5,0,562,551
1731960884,18.11.2024,20:14:44,19.7,384,551,551,20.4,0,540,572
1731961787,18.11.2024,20:29:47,19.6,360,551,601,20.3,0,540,562
1731962690,18.11.2024,20:44:50,19.5,353,551,529,20.2,0,551,562
1731963593,18.11.2024,20:59:53,19.4,345,562,540,20,0,551,562
1731964496,18.11.2024,21:14:56,19.3,337,551,562,20,0,562,572
1731965399,18.11.2024,21:29:59,19.3,345,551,540,19.9,0,540,551
1731966303,18.11.2024,21:45:03,19.2,345,551,529,19.8,0,540,562
1731967206,18.11.2024,22:00:06,19.2,337,551,540,19.8,0,562,551
1731968109,18.11.2024,22:15:09,19.2,337,551,572,19.7,0,562,551
1731969012,18.11.2024,22:30:12,19.2,337,562,529,19.6,0,551,551
1731969915,18.11.2024,22:45:15,19.1,337,562,540,19.5,0,551,551
1731970818,18.11.2024,23:00:18,19.1,337,562,551,19.5,0,540,551
1731971722,18.11.2024,23:15:22,19.1,337,562,518,19.5,0,551,540
1731972625,18.11.2024,23:30:25,19,329,562,551,19.4,0,572,562
1731973528,18.11.2024,23:45:28,19,337,551,551,19.4,0,551,562
1731974431,19.11.2024,0:00:31,19,329,540,508,19.4,0,551,551
1731975334,19.11.2024,0:15:34,19,329,562,540,19.4,0,551,562
1731976237,19.11.2024,0:30:37,19,329,562,551,19.3,0,572,562
1731977141,19.11.2024,0:45:41,19,329,540,540,19.4,0,551,572
1731978044,19.11.2024,1:00:44,19,329,562,572,19.3,0,551,562
1731978947,19.11.2024,1:15:47,19,329,562,551,19.3,0,562,529
1731979850,19.11.2024,1:30:50,19,329,551,562,19.4,0,572,551
1731980753,19.11.2024,1:45:53,18.9,329,562,601,19.4,0,551,551
1731981656,19.11.2024,2:00:56,19,329,551,572,19.2,0,562,551
1731982560,19.11.2024,2:16:00,18.9,329,551,551,19.2,0,572,572
1731983463,19.11.2024,2:31:03,18.9,329,551,518,19.3,0,540,529
1731984366,19.11.2024,2:46:06,18.9,337,562,583,19.1,0,540,540
1731985269,19.11.2024,3:01:09,18.9,329,562,540,19.2,0,540,562
1731986172,19.11.2024,3:16:12,18.9,329,562,551,19.2,0,562,551
1731987075,19.11.2024,3:31:15,18.9,329,562,540,19.2,0,562,572
1731987978,19.11.2024,3:46:18,18.9,329,551,529,19.3,0,562,562
1731988882,19.11.2024,4:01:22,18.9,329,562,572,19.2,0,572,583
